description,price_uninsured,price_insured
1-2-3 PASTE, 	14.35 , 	51.24 
"DRAPE, PELVIC UROLOGY BSCI", 	200.20 , 	715.01 
"DRAPE, POUCHED HIGH-TEMP", 	172.79 , 	617.12 
"DRAPE, POWERBATH", 	56.31 , 	201.10 
"DRAPE, ROBOT ARM ROSA 30X61IN", 	67.03 , 	239.40 
"DRAPE, ROBOT MONITOR ROSA 30X62IN", 	67.03 , 	239.40 
"DRAPE, SHIELD LEAD RADPAD W/FENE 12X17", 	47.74 , 	170.51 
"DRAPE, SHIELD LEAD RADPAD W/FENE SPECIAL", 	47.74 , 	170.51 
"DRAPE, SLUSH/WARMER DISC OM 66X44IN", 	64.55 , 	230.52 
"DRAPE, SLUSH/WARMER DISC-DRAPE 66X44IN", 	64.55 , 	230.52 
"DRAPE, SLUSH/WARMER DISC-DRAPE 66X52IN", 	63.31 , 	226.10 
"DRAPE, SLUSH/WARMER NEURO OM 44X66IN", 	60.21 , 	215.03 
"DRAPE, SLUSHWARMER 52X66", 	63.31 , 	226.10 
"DRAPE, SPECIAL PROC 4PC ANGIO W/HEADER", 	102.80 , 	367.13 
"DRAPE, SPECIAL PROC 4PC W/FC POUCHES", 	60.45 , 	215.89 
"DRAPE, STEREOTACTIC APUZZO", 	138.53 , 	494.76 
"DRAPE, WATER BATH LACTOSORB ST", 	96.82 , 	345.80 
"DRESSING, AQUACEL AG 9X25CM", 	46.31 , 	165.40 
"DRESSING, AQUACEL AG 9X30CM", 	51.62 , 	184.34 
"DRESSING, AQUACEL AG 9X35CM", 	55.40 , 	197.85 
"DRESSING, AQUACEL AG EXTRA 10X12CM", 	45.23 , 	161.52 
"DRESSING, ARISTA 1GR", 	136.33 , 	486.89 
"DRESSING, CLEANSE CHOICE VERAFLO", 	196.63 , 	702.24 
"DRESSING, CLEANSE CHOICE VERAFLO LG", 	386.10 ," 	1,378.94 "
"DRESSING, CLEANSE V.A.C. VERAFLO MED", 	196.63 , 	702.24 
"DRESSING, COLLAGEN BIOMATRIX UNITE 6X6CM"," 	2,673.83 "," 	9,549.40 "
"DRESSING, COLLAGEN BIOMATRIX UNITE 9X9CM"," 	3,567.59 "," 	12,741.40 "
"DRESSING, EZ-DERM PORCIN XENOGRAFT 7X18", 	243.63 , 	870.09 
"DRESSING, HEMOSTATIC GUARDACARE 2X2IN", 	59.58 , 	212.80 
"DRESSING, HEMOSTATIC GUARDACARE 4INX2YDS", 	99.64 , 	355.85 
"DRESSING, HEMOSTATIC GUARDACARE 4X4IN", 	81.93 , 	292.60 
"DRESSING, HEMOSTATIC QUIKCLOT 3INX4YD", 	64.89 , 	231.74 
"DRESSING, INTERDRY AG 10INX12FT", 	69.49 , 	248.18 
"DRESSING, JUMPSTART ANTMCRBL CW 5X6IN", 	54.37 , 	194.18 
"DRESSING, JUMPSTART ANTMICROBIAL CW 5X7", 	62.56 , 	223.44 
"DRESSING, MATRIX WOUND MESH BILAYER 2X2"," 	2,543.82 "," 	9,085.07 "
"DRESSING, MATRIX WOUND MESH BILAYER 4X10"," 	7,017.13 "," 	25,061.19 "
"DRESSING, MATRIX WOUND MESH BILAYER 4X5"," 	4,091.63 "," 	14,612.98 "
"DRESSING, NASAL NASOPORE XFIRM 4CM", 	148.96 , 	532.00 
"DRESSING, NASAL POSTPAC 5H", 	93.22 , 	332.93 
"DRESSING, NASOPORE FIRM 4CM", 	148.96 , 	532.00 
"DRESSING, NASOPORE FIRM 8CM", 	195.51 , 	698.25 
"DRESSING, NASOPORE STD 4CM", 	140.59 , 	502.10 
"DRESSING, NASOPORE STD 8CM", 	190.86 , 	681.65 
"DRESSING, NASOPORE XFIRM 8CM", 	195.51 , 	698.25 
"DRESSING, NPWT PICO SINGLE-USE 10X20CM", 	275.07 , 	982.39 
"DRESSING, PATCH SYVEKNT 3X3CM ST", 	114.70 , 	409.64 
"DRESSING, PREVENA PEEL & PLACE 35CM", 	714.64 ," 	2,552.27 "
"DRESSING, SAFEGUARD PRESSURE ASSIST 24CM", 	92.36 , 	329.84 
"DRESSING, SILICONE SILVER FOAM 8X20IN", 	96.96 , 	346.28 
"DRESSING, SINU-KNIT 5.5CM", 	49.65 , 	177.32 
"DRESSING, STAMMBERGER SINU-FOAM NASAL", 	70.01 , 	250.04 
"DRESSING, STENT NASAL/SINUS MEROPACK 6/B", 	132.08 , 	471.72 
"DRESSING, V.A.C. VERAFLO LRG", 	321.75 ," 	1,149.12 "
"DRESSING, V.A.C. VERAFLO MED", 	171.30 , 	611.80 
"DRESSING, WOUND ACTICOAT BURN 16X16IN", 	124.08 , 	443.16 
"DRESSING, WOUND ACTICOAT POST-OP 10X25CM", 	51.93 , 	185.46 
"DRESSING, WOUND BIOSYNTH NONPERF 3X12IN", 	143.82 , 	513.65 
"DRESSING, WOUND BIOSYNTH NONPERF 3X24IN", 	165.27 , 	590.25 
"DRESSING, WOUND BIOSYNTH NONPERF 3X48IN", 	260.53 , 	930.47 
"DRESSING, WOUND GRAFIX PRIME 1.5X2CM"," 	1,245.31 "," 	4,447.52 "
"DRESSING, WOUND GRAFIX PRIME 14MM", 	670.32 ," 	2,394.00 "
"DRESSING, WOUND MATRIX OASIS FEN 3X7CM", 	336.83 ," 	1,202.96 "
"DRESSING, WOUND MATRIX OASIS TRI 7X10CM"," 	1,281.58 "," 	4,577.06 "
"DRESSING, WOUND MATRIX OASIS TRI 7X20CM"," 	2,563.15 "," 	9,154.12 "
"DRESSING, WOUND MATRIX SINGLE 2X2IN"," 	1,890.01 "," 	6,750.02 "
"DRESSING, WOUND MATRIX SINGLE 4X10IN"," 	4,120.83 "," 	14,717.25 "
"DRESSING, WOUND MATRIX SINGLE 4X5IN"," 	2,993.02 "," 	10,689.37 "
"DRESSING, WOUND TEMP BIOBRANE 10X15IN ST", 	220.13 , 	786.19 
"DRESSING, WOUND TEMP BIOBRANE 5X15IN ST", 	102.95 , 	367.67 
"DRESSING, WOUND TEMP BIOBRANE 5X5IN ST", 	49.14 , 	175.51 
"DRESSING, WOUNDVAC GRANUFOAM SILVER LRG", 	102.72 , 	366.87 
"DRESSING, WOUNDVAC GRANUFOAM SILVER SM 5", 	78.02 , 	278.66 
DRILL BIT 5.5MM, 	117.68 , 	420.28 
"DRILL BIT, F/CANNULATED SCREW 3.7MM", 	297.92 ," 	1,064.00 "
"DRILL, BIT UNIV/HALL W/O STOP 1.1X65MM", 	122.89 , 	438.90 
"DRILL, BIT WL 35MM COLOR 1.6X115MM", 	586.90 ," 	2,096.08 "
"DRILL, BONE VERTECOR 3.0", 	247.27 , 	883.12 
"DRILL, CALIB ACN 4.3MM", 	282.07 ," 	1,007.40 "
"DRILL, CANN EXTREMITY 2.9MM", 	215.99 , 	771.40 
"DRILL, CANN EXTREMITY 4.5MM", 	215.99 , 	771.40 
"DRILL, CANN EXTREMITY SOLID 3.5MM", 	215.99 , 	771.40 
"DRILL, CANN GLOBUS 5.5MM", 	716.50 ," 	2,558.92 "
"DRILL, CANN GLOBUS 8.5MM", 	716.50 ," 	2,558.92 "
"DRILL, CANN SALVATION STEP 4.5X3.2MM", 	560.09 ," 	2,000.32 "
"DRILL, CANN SALVATION STEP 5.0X3.2MM", 	446.88 ," 	1,596.00 "
"DRILL, CANN SKELETAL 2.0MM", 	163.86 , 	585.20 
"DRILL, CANNULATED 5.0MM", 	393.25 ," 	1,404.48 "
"DRILL, CANNULATED 7.0 5.2MM", 	444.38 ," 	1,587.06 "
"DRILL, CANNULATED QUICK-RELEASE 1.7MM", 	368.68 ," 	1,316.70 "
"DRILL, CANNULATED QUICK-RELEASE 2.3MM", 	368.68 ," 	1,316.70 "
"DRILL, CANNULATED QUICK-RELEASE LG 1.7MM", 	368.68 ," 	1,316.70 "
"DRILL, CANULATED F/AC REPAIR 3MM", 	409.64 ," 	1,463.00 "
"DRILL, CERVICAL W/STOP 2.25X12MM", 	253.23 , 	904.40 
"DRILL, CERVICAL W/STOP 2.25X14MM", 	253.23 , 	904.40 
"DRILL, CUTTING 2.0X40MM", 	112.51 , 	401.82 
"DRILL, CUTTING 2.5X40MM", 	112.51 , 	401.82 
"DRILL, CUTTING SOLID-STATE 2.0X40MM", 	147.47 , 	526.68 
"DRILL, CUTTING SOLID-STATE 2.5X40MM", 	147.47 , 	526.68 
"DRILL, CUTTING SOLID-STATE 2.5X80MM", 	439.43 ," 	1,569.40 "
"DRILL, DISTAL GRADUATED 4.3MML", 	297.92 ," 	1,064.00 "
"DRILL, DISTAL GRD 4.3MM", 	364.06 ," 	1,300.21 "
"DRILL, GRAFT BONE 10.0MM", 	499.02 ," 	1,782.20 "
"DRILL, GRAFT BONE 8.0MM", 	499.02 ," 	1,782.20 "
"DRILL, GUIDE CONICAL 3MM/4MM", 	289.41 ," 	1,033.62 "
"DRILL, HAND 11G KYPHOPLASTY", 	99.31 , 	354.68 
"DRILL, HARDBONE PUSH-LOCK 2.9MM", 	141.51 , 	505.40 
"DRILL, JUGGERKNOT FLEX W/SLEEVE 1.5MM", 	171.30 , 	611.80 
"DRILL, MINI ACUTRAK-22 LONG", 	299.41 ," 	1,069.32 "
"DRILL, PIN REPOSITIONING 2.0X62MM", 	178.83 , 	638.67 
"DRILL, POWER PICK 30DEG", 	150.45 , 	537.32 
"DRILL, POWER PICK 45DEG", 	150.45 , 	537.32 
"DRILL, POWER PICK 6MM DEPTH 1.5MMX13CM", 	150.45 , 	537.32 
"DRILL, SCREW CLAVICLE STEP 3.0MM", 	224.93 , 	803.32 
"DRILL, SCREW CLAVICLE TAP 3.0MM", 	286.00 ," 	1,021.44 "
"DRILL, SCREW CLAVICLE TAP 3.8MM", 	342.61 ," 	1,223.60 "
"DRILL, SCREW THRD F/THRD HEAD 6.1MM", 	434.81 ," 	1,552.91 "
"DRILL, SHORT SURGIBIT POLARUS 3 2.8MM", 	178.75 , 	638.40 
"DRILL, SOLID RATCHETING COMPRES STAPLE", 	105.76 , 	377.72 
"DRILL, SURGIBIT QR LAG 2.7MM", 	193.65 , 	691.60 
"DRILL, SURGIBIT QR LAG 3.5MM", 	193.65 , 	691.60 
"DRILL, SURGIBIT QR W/DEPTH MARKS 2.0MM", 	193.65 , 	691.60 
"DRILL, SURGIBIT QR W/DEPTH MARKS 2.8MM", 	193.65 , 	691.60 
"DRILL, SURGIBIT QUICK RELEASE 3.0MMX5IN", 	134.06 , 	478.80 
"DRILL, SWIVELOCK 3.5MM", 	156.41 , 	558.60 
"DRILL, SWIVELOCK 4.75MM", 	141.51 , 	505.40 
"DRILL, T-FIX RCG PAC 2.0MM", 	269.56 , 	962.71 
"DRILL, TIB NON MODULAR TPRD L", 	645.12 ," 	2,303.99 "
"DRILL, TIB NON MODULAR TPRD R", 	645.12 ," 	2,303.99 "
"DRILL, TRABECULAR 2.5MM", 	275.95 , 	985.53 
"DRILL, TRABECULAR BASE PLATE CANN 2.5MM", 	321.95 ," 	1,149.81 "
"DRILL, TWIST CANN SB LEV 1 ST 2.3X123MM", 	341.01 ," 	1,217.91 "
"DRILL, TWIST WL COLOR 35MM 1.9X115MM", 	634.57 ," 	2,266.32 "
"DRIVE, FLASH F/HVAD HEARTWARE PT-DATA", 	81.93 , 	292.60 
"DRIVE, NEXDRIVE MICROPOS MER TUBE", 	595.84 ," 	2,128.00 "
"DRIVER, ACTIVATION F/MICRO ZURICH 0.6MM", 	485.07 ," 	1,732.40 "
"DRIVER, ACTIVATOR ZURICH END-DRV BLU STR", 	475.94 ," 	1,699.79 "
"DRIVER, ADJUSTMENT HOFFMANN LRF"," 	1,455.34 "," 	5,197.64 "
"DRIVER, ANKLE STABILIS 3.5MM DISP", 	193.65 , 	691.60 
"DRIVER, ANKLE STABILIS 3.5MM DISP", 	193.65 , 	691.60 
"DRIVER, AO CONNECTION SQUARE-TIP 2.0MM", 	119.17 , 	425.60 
"DRIVER, AO HEX 2.5 110MM", 	163.86 , 	585.20 
"DRIVER, AO SKELETAL", 	163.86 , 	585.20 
"DRIVER, ASSEMBLY T-HANDLE ACUTRAK PLUS", 	137.04 , 	489.44 
"DRIVER, CANN BIOTRAK 16-24MM", 	147.47 , 	526.68 
"DRIVER, CANN F/THREADED WASHER", 	431.43 ," 	1,540.83 "
"DRIVER, CANN HEADLESS 2.0MM", 	372.40 ," 	1,330.00 "
"DRIVER, CANN HEX 4/5 ACUTRAK 2.5MM", 	370.91 ," 	1,324.68 "
"DRIVER, CANN HEX ACUTRAK PLUS 3.0MM", 	323.24 ," 	1,154.44 "
"DRIVER, CANN ORTHOLOC 3DI STAR #15", 	372.40 ," 	1,330.00 "
"DRIVER, CANN RIVAL F/3.0/3.5 HEX HDLS", 	421.12 ," 	1,504.02 "
"DRIVER, CANN RIVAL F/4.0/4.5 HEX HDLS", 	421.13 ," 	1,504.02 "
"DRIVER, COMPRESSION F/META NAIL DISP", 	41.32 , 	147.58 
"DRIVER, COMPRESSION F/META NAIL UNV DISP", 	46.85 , 	167.31 
"DRIVER, CONNECT QUICK HEX", 	193.08 , 	689.58 
"DRIVER, DH LACTOSORB SCREW REMOVER 1.5MM", 	125.13 , 	446.88 
"DRIVER, F/23MM BIO-TENODESIS SCREW"," 	1,422.57 "," 	5,080.60 "
"DRIVER, HEX 2.0MM ST", 	302.39 ," 	1,079.96 "
"DRIVER, HEX 2.5MM ST", 	302.39 ," 	1,079.96 "
"DRIVER, HEX CANNULATED 2.5MM DISP", 	424.54 ," 	1,516.20 "
"DRIVER, HEX CANNULATED 2.5MM DISP", 	539.24 ," 	1,925.84 "
"DRIVER, HEX EVOLUTION-TL FEMALE 3/8", 	297.92 ," 	1,064.00 "
"DRIVER, HEX EVOLUTION-TL MALE 2.5MM", 	245.78 , 	877.80 
"DRIVER, HEX EVOLUTION-TL MALE 3.5MM", 	271.11 , 	968.24 
"DRIVER, HEX EVOLUTION-TL MALE 5.0MM", 	245.78 , 	877.80 
"DRIVER, HEX SELF RETAINING", 	186.20 , 	665.00 
"DRIVER, LACTOSORB 2.0MM", 	106.13 , 	379.05 
"DRIVER, NEEDLE DAVINCI 5MMX50CM", 	342.61 ," 	1,223.60 "
"DRIVER, NEEDLE DAVINCI MEGA 8MMX49.6CM", 	327.71 ," 	1,170.40 "
"DRIVER, NEEDLE DAVINCI SI CRV1SITE REUSE", 	61.57 , 	219.88 
"DRIVER, NEEDLE DAVINCI WRISTED SITE REPO", 	372.40 ," 	1,330.00 "
"DRIVER, NEEDLE DAVINCI-S LRG 8MMX54.4CM", 	327.71 ," 	1,170.40 "
"DRIVER, NEEDLE DAVINCI-S MEGA 8MMX54.7CM", 	327.71 ," 	1,170.40 "
"DRIVER, NEEDLE DAVINCI-S/SI 5MMX55.1CM", 	320.26 ," 	1,143.80 "
"DRIVER, NEEDLE FLEX TRX SPIDER", 	208.54 , 	744.80 
"DRIVER, NEEDLE FLEXDEX", 	744.80 ," 	2,660.00 "
"DRIVER, NEEDLE SUTURECUT DAVINCI MEGA 8", 	357.50 ," 	1,276.80 "
"DRIVER, NEEDLE SUTURECUT DAVINCI-S 8MM", 	357.50 ," 	1,276.80 "
"DRIVER, NEEDLE SUTURECUT DAVINCI-S LRG", 	357.50 ," 	1,276.80 "
"DRIVER, NEEDLE SUTURECUT DAVINCI-S MEGA", 	357.50 ," 	1,276.80 "
"DRIVER, NON-RET ORTHOLOC 3DI STAR #15", 	372.40 ," 	1,330.00 "
"DRIVER, PEG HAND FAST 2.0MM", 	59.06 , 	210.94 
"DRIVER, POWER 5002", 	74.48 , 	266.00 
"DRIVER, POWER OSTEOMED ST", 	180.24 , 	643.72 
"DRIVER, PROBE NEUROBLATE ADVANCED"," 	4,464.33 "," 	15,944.04 "
"DRIVER, PROBE NEUROBLATE ADVANCED IDE"," 	4,464.33 "," 	15,944.04 "
"DRIVER, PROBE NEUROBLATE ROBOTIC"," 	4,464.33 "," 	15,944.04 "
"DRIVER, PROBE NEUROBLATE ROBOTIC IDE"," 	4,464.33 "," 	15,944.04 "
"DRIVER, SCREW NEOSTEO TWIST-OFF 2MM", 	424.54 ," 	1,516.20 "
"DRIVER, SCREW NEOSTEO TWIST-OFF AO-TIP", 	612.75 ," 	2,188.38 "
"DRIVER, SHAFT STARDRIVE 245MM", 	636.06 ," 	2,271.64 "
"DRIVER, SOLID HEX ACUTRAK 2.0MM", 	193.65 , 	691.60 
"DRIVER, SOLID HEX ACUTRAK FUSION 1.5MM", 	193.65 , 	691.60 
"DRIVER, SOLID HEX MINI-ACUTRAK 1.5MM", 	193.65 , 	691.60 
"DRIVER, STAPLE", 	758.21 ," 	2,707.88 "
"DRIVER, STICK-FIT HEXALOBE T8", 	290.47 ," 	1,037.40 "
"DRIVER, STRAIGHT TL-HEX 1/8IN", 	247.29 , 	883.17 
"DRIVER, SUPINE", 	572.07 ," 	2,043.09 "
"DRIVER, TIP HEX W/AO CONN CANN 3.5MM", 	354.52 ," 	1,266.16 "
"DRIVER, TORQUE NEXEL TOTAL ELBOW", 	667.34 ," 	2,383.36 "
"DRIVER, UNIVERSAL QUICK CONNECT T10", 	163.86 , 	585.20 
"DRIVER, UNIVERSAL QUICK CONNECT T20", 	107.25 , 	383.04 
DRN ABSC EXTERNAL EAR SIMPLE, 	85.12 , 	304.00 
DRN ABSCESS EAR CANAL EXTRNL, 	98.56 , 	352.00 
DRN DENTAL ABSCESS, 	155.40 , 	555.00 
DRN LESION EAR EXTRNL CMPLX, 	871.08 ," 	3,111.00 "
DRN MOUTH LESION CMPLX, 	420.00 ," 	1,500.00 "
DRN MOUTH LESION SMPL, 	71.40 , 	255.00 
DRN SCROTAL WALL ABSCESS, 	253.68 , 	906.00 
DRONABINOL 2.5 MG CAPSULE, 	4.77 , 	17.03 
DRONABINOL 2.5 MG CAPSULE, 	4.77 , 	17.04 
DRONABINOL 2.5 MG CAPSULE, 	5.25 , 	18.75 
DRONABINOL 2.5 MG CAPSULE, 	6.28 , 	22.42 
DRONABINOL 2.5 MG CAPSULE, 	6.28 , 	22.42 
DRONABINOL 2.5 MG CAPSULE, 	6.64 , 	23.71 
DRONABINOL 2.5 MG CAPSULE, 	6.64 , 	23.72 
DRONABINOL 2.5 MG CAPSULE, 	6.64 , 	23.72 
DRONABINOL 2.5 MG CAPSULE, 	17.58 , 	62.79 
DRONABINOL 5 MG CAPSULE, 	7.58 , 	27.08 
DRONABINOL 5 MG CAPSULE, 	7.59 , 	27.09 
DRONABINOL 5 MG CAPSULE, 	10.58 , 	37.80 
DRONABINOL 5 MG CAPSULE, 	13.07 , 	46.67 
DRONABINOL 5 MG CAPSULE, 	13.25 , 	47.32 
DRONABINOL 5 MG CAPSULE, 	13.25 , 	47.32 
DRONABINOL 5 MG CAPSULE, 	13.25 , 	47.32 
DRONABINOL 5 MG CAPSULE, 	36.59 , 	130.68 
DRONEDARONE 400 MG TABLET, 	16.58 , 	59.23 
DRONEDARONE 400 MG TABLET, 	16.59 , 	59.24 
DRONEDARONE 400 MG TABLET, 	16.59 , 	59.24 
DRONEDARONE 400 MG TABLET, 	16.59 , 	59.24 
DROSPIREN-E.ESTRAD-L.MEFOL 3 MG-0.02 MG-0.451 MG(24)/0.451 MG(4)TABLET, 	7.08 , 	25.28 
DROSPIREN-E.ESTRAD-L.MEFOL 3 MG-0.02 MG-0.451 MG(24)/0.451 MG(4)TABLET, 	7.08 , 	25.28 
DROSPIREN-E.ESTRAD-L.MEFOL 3 MG-0.02 MG-0.451 MG(24)/0.451 MG(4)TABLET, 	11.49 , 	41.05 
DROSPIRENONE 3 MG-ETHINYL ESTRADIOL 0.02 MG TABLET, 	4.07 , 	14.55 
DROSPIRENONE 3 MG-ETHINYL ESTRADIOL 0.02 MG TABLET, 	7.88 , 	28.14 
DROSPIRENONE 3 MG-ETHINYL ESTRADIOL 0.03 MG TABLET, 	4.00 , 	14.29 
DROSPIRENONE 3 MG-ETHINYL ESTRADIOL 0.03 MG TABLET, 	4.00 , 	14.29 
DROSPIRENONE 3 MG-ETHINYL ESTRADIOL 0.03 MG TABLET, 	6.52 , 	23.30 
DROXIDOPA 100 MG CAPSULE, 	32.30 , 	115.36 
DRSG CHNG W ANES NOT BURN, 	112.00 , 	400.00 
DRUG ADMIN W HEMODYN MEAS, 	50.12 , 	179.00 
DRUG ELUT COR STENT EA ADDL," 	5,507.32 "," 	19,669.00 "
DRUG ELUT COR STNT PTCA SNGL," 	6,931.96 "," 	24,757.00 "
DRUG OR SUBSTANCE DEFINITIVE NOS, 	43.96 , 	157.00 
DRUG PNL PRESUMPTIVE BLOOD, 	151.20 , 	540.00 
DRUG SCREEN AEGIS - BLOOD, 	92.40 , 	330.00 
DRUG SCREEN AEGIS - URINE, 	168.84 , 	603.00 
DRUG SCREEN PAIN CLINIC, 	68.04 , 	243.00 
DRUG SCREEN QUAL SINGLE CLASS EA, 	31.08 , 	111.00 
"DRUM, FLUTTED F/LONG ATTACHMENT 9.5MM", 	100.41 , 	358.62 
"DRUM, FLUTTED G1 F/LONG ATTACHMENT 9.5MM", 	104.44 , 	372.99 
DRY NEEDLING THERAPY, 	43.68 , 	156.00 
DUKE'S MAGIC MOUTHWASH WITH VISCOUS LIDOCAINE, 	4.10 , 	14.64 
"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE", 	11.46 , 	40.94 
"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE", 	11.47 , 	40.95 
"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE", 	3.91 , 	13.97 
"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE", 	10.67 , 	38.11 
"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE", 	12.87 , 	45.95 
"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE", 	12.87 , 	45.95 
"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE", 	3.74 , 	13.36 
"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE", 	11.71 , 	41.81 
"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE", 	12.87 , 	45.95 
"DUOTOME, SIDELITE 550"," 	1,189.45 "," 	4,248.02 "
DUP SCAN ABD PELV COMPLT, 	348.60 ," 	1,245.00 "
DUP SCAN ABD PELV LTD, 	234.36 , 	837.00 
DUP SCAN AORTA IVC COMPLT, 	294.84 ," 	1,053.00 "
DUP SCAN AORTA IVC LTD, 	243.60 , 	870.00 
DUP SCAN EXT VEIN BIL, 	391.16 ," 	1,397.00 "
DUP SCAN EXT VEIN UNI/LTD, 	260.68 , 	931.00 
DUP SCAN HEMO ACCESS, 	216.16 , 	772.00 
DUP SCAN LWR EXT ARTY BIL CMPLT, 	298.20 ," 	1,065.00 "
DUP SCAN LWR EXT ARTY UNI/LTD, 	234.92 , 	839.00 
DUP SCAN PENILE VESSELS CMPLT, 	257.04 , 	918.00 
DUP SCAN PENILE VESSELS LTD, 	240.24 , 	858.00 
DUP SCAN UPR EXT ARTY BIL, 	262.08 , 	936.00 
DUP SCAN UPR EXT ARTY UNI/LTD, 	255.08 , 	911.00 
DUPLEX SCAN EXTRACRANIAL ARTY BIL, 	348.60 ," 	1,245.00 "
DUPLEX SCAN EXTRACRANIAL ARTY UNI, 	258.72 , 	924.00 
"DURA MATER, FREEZE DRIED 7X14 LRG"," 	1,266.16 "," 	4,522.00 "
"DURA, RECTANGLE 101CM"," 	2,048.20 "," 	7,315.00 "
"DURA, RECTANGLE 30CM OR LESS", 	633.08 ," 	2,261.00 "
"DURA, RECTANGLE 31-70CM"," 	1,005.48 "," 	3,591.00 "
"DURA, RECTANGLE 71-100CM"," 	1,303.40 "," 	4,655.00 "
DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION," 	1,436.74 "," 	5,131.20 "
DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION," 	1,436.74 "," 	5,131.21 "
DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION," 	5,986.39 "," 	21,379.95 "
DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION," 	5,986.39 "," 	21,379.96 "
DUTASTERIDE 0.5 MG CAPSULE, 	10.22 , 	36.50 
DUTASTERIDE 0.5 MG CAPSULE, 	10.22 , 	36.51 
DUTASTERIDE 0.5 MG CAPSULE, 	10.22 , 	36.51 
DX ANAL COCH IMP <7YR INIT, 	374.64 ," 	1,338.00 "
DX ANAL COCH IMP <7YR SUBSQ, 	157.64 , 	563.00 
DX ANAL COCH IMP >=7 YR, 	285.32 ," 	1,019.00 "
DX ANAL COCH IMP >=7 YR SUBSQ, 	157.64 , 	563.00 
DX ASPIRATION BONE MARROW, 	179.48 ,641
DX BONE MARROW BX & ASPIR, 	358.96 ," 	1,282.00 "
DX MAMMO INCL CAD BI, 	112.00 , 	400.00 
DX MAMMO INCL CAD UNI, 	87.64 , 	313.00 
D-XYLOSE (BULK) POWDER, 	23.06 , 	82.35 
ECALLANTIDE 10 MG/ML (1 ML) SUBCUTANEOUS SOLUTION," 	24,488.45 "," 	87,458.76 "
"ECCENTER, STANDARD EPOCA TI ST", 	662.28 ," 	2,365.27 "
ECHO 2D CONG CARD COMPLT W CONTRST, 	753.48 ," 	2,691.00 "
ECHO 2D CONG CARD LTD W CONTRST, 	652.96 ," 	2,332.00 "
ECHO 2D TEE W CONTRAST, 	721.56 ," 	2,577.00 "
ECHO 2D TTE COMPLT W CONTRST, 	610.40 ," 	2,180.00 "
ECHO 2D TTE FU/LTD W CONTRST, 	402.64 ," 	1,438.00 "
ECHO CONGENITAL CARD COMPLT, 	753.48 ," 	2,691.00 "
ECHO CONGENITAL CARD LTD, 	652.96 ," 	2,332.00 "
ECHO DPLR COLOR FLOW MAP, 	147.84 , 	528.00 
ECHO DPLR COMPLT, 	242.20 , 	865.00 
ECHO DPLR FU/LTD, 	164.64 , 	588.00 
ECHO GUIDE OVA ASPIRATION S&I, 	168.00 , 	600.00 
ECHO INTRACARDIAC S&I," 	1,242.92 "," 	4,439.00 "
ECHO NON CONG TEE IMAGE ACUIS S&I, 	810.88 ," 	2,896.00 "
ECHO TEE 2D COMPLT, 	721.56 ," 	2,577.00 "
ECHO TEE GUID TCAT ICAR/VESSEL STRUCT INTVN," 	1,107.12 "," 	3,954.00 "
ECHO TRANSESOPH INTRAOP, 	298.48 ," 	1,066.00 "
ECHO TTE 2D COMPLT WO DPLR, 	610.40 ," 	2,180.00 "
ECHO TTE 2D FU/LTD, 	402.64 ," 	1,438.00 "
ECHO TTE 2D W DPLR COMPLT," 	1,001.56 "," 	3,577.00 "
ECHO TTE STRESS, 	475.44 ," 	1,698.00 "
ECHO TTE STRESS W CONTRST, 	475.44 ," 	1,698.00 "
ECHO TTE W DPLR COMPLT W CONTRST," 	1,001.56 "," 	3,577.00 "
ECHOENCEPHGRAPHY, 	226.80 , 	810.00 
ECHOTHIOPHATE IODIDE 0.125 % EYE DROPS, 	151.45 , 	540.89 
ECHOVIRUS EACH, 	27.02 , 	96.50 
ECMO/ECLS DAILY MGMT EA DAY VENO- ARTERIAL," 	2,104.76 "," 	7,517.00 "
ECMO/ECLS DAILY MGMT EA DAY VENO-VENOUS," 	2,104.76 "," 	7,517.00 "
ECMO/ECLS INIT VENO- ARTERIAL," 	3,114.72 "," 	11,124.00 "
ECMO/ECLS INITIATION VENO-VENOUS," 	3,114.72 "," 	11,124.00 "
ECONAZOLE 1 % TOPICAL CREAM, 	32.69 , 	116.75 
ECONAZOLE 1 % TOPICAL CREAM, 	32.69 , 	116.76 
ECONAZOLE 1 % TOPICAL CREAM, 	59.82 , 	213.63 
ECONAZOLE 1 % TOPICAL CREAM, 	99.07 , 	353.83 
ECONAZOLE 1 % TOPICAL CREAM, 	99.08 , 	353.84 
ECONAZOLE 1 % TOPICAL CREAM, 	113.93 , 	406.90 
ECONAZOLE 1 % TOPICAL CREAM, 	174.80 , 	624.28 
